5031	5216
975	6623
2682	4020
4445	6589
370	5000
6670	2720
3350	5414
6178	3062
72	6690
1973	6698
5037	6816
6598	3507
2461	5923
5031	6666
1139	6683
1205	3617
3738	6825
3734	6576
2366	1205
1685	4941
1957	6610
72	4394
1957	6738
5901	6666
887	4137
3738	2897
92	5156
842	5037
3738	6666
6030	6178
4941	6723
2941	6554
5808	6606
1156	5037
4067	4690
72	6030
5200	6786
3626	6620
3778	6604
90	6598
3859	6610
5142	1156
1156	3062
1157	6707
4333	6975
3989	6637
5063	6567
5037	6573
3738	6666
4380	6595
887	6738
2934	2941
319	6554
4333	6754
67	4707
2435	1813
4616	284
4067	6583
370	6578
3060	6970
3752	6611
445	6734
3608	6178
3738	3260
3109	6610
2124	615
5229	4104
67	3030
72	6676
6598	5784
6575	4169
5037	6178
1711	2635
2161	5945
6610	4941
2638	5261
58	6449
49	2366
1205	2923
1794	6607
979	1973
4001	5784
250	1036
2250	5334
653	6491
1067	6765
6178	7017
5845	6693
410	6176
2250	3058
3060	3639
6178	6570
1205	6178
2438	6619
3062	6117
6584	4664
2638	3704
5901	6632
6631	4616
7165	5922
6555	5008
5417	6925
6555	6795
2401	6084
87	6589
3522	6424
2402	3346
6582	5729
2366	4464
5259	6637
514	2385
2168	6679
5156	4603
250	6610
6598	6927
5229	6758
6146	4186
395	6569
1696	3704
6627	6662
5156	7017
2161	6623
2638	2366
3738	4001
364	5027
5037	3107
3060	6259
3842	6569
6734	2523
3636	6750
2663	1960
72	1464
1243	6627
5037	6964
6666	6623
6623	1459
5901	6449
3752	6781
6555	6623
1044	6140
3367	6806
38	6606
6654	1200
4020	5901
2056	6815
72	6610
1973	6580
49	6657
1156	6767
1464	6724
370	6580
6575	7017
6776	6781
4664	6604
5259	2366
4827	6570
6070	3403
4707	6638
990	4001
3738	674
1156	6583
1157	2168
2638	7054
3260	5673
4104	6578
2440	2124
5216	6563
3613	5601
4626	4445
2682	6662
665	6636
55	5259
2579	6604
1156	5264
4603	6686
665	6789
68	6664
1156	3704
87	6752
3041	6790
4481	6613
6574	1895
1000	5037
425	4445
6449	6178
6829	5702
49	3803
1882	3054
6178	2461
1887	6668
842	6563
419	6449
3367	6070
2165	5200
4067	6449
1157	8130
2638	270
519	6652
90	5792
72	6560
3294	6925
1748	2579
1957	6972
4827	2440
2366	2250
2461	4897
1564	6812
942	6975
5037	92
3260	3418
2682	4793
1882	5156
6178	6636
3951	5601
615	4760
5210	5702
1036	6982
1483	6640
6449	6571
2366	6610
2926	6777
67	6575
3869	5031
2288	6750
365	6757
1059	5977
3777	6555
6268	6784
6555	6595
6570	5455
49	3613
1887	3648
3738	3734
6574	6604
6736	2263
4153	2579
55	6731
1205	630
6146	7017
6178	4507
899	6623
3738	4153
3721	1205
58	5031
4067	7147
72	5037
6571	5037
6577	3294
4484	4137
1272	6738
72	3651
1036	4161
5259	917
1067	3725
6671	5533
6557	6449
72	6570
5037	5784
6568	6779
3272	511
6590	6811
5901	67
72	6582
2923	6589
477	6574
370	5027
2250	6667
2822	6590
3260	6672
4802	6672
399	6574
2812	6583
4001	5673
3790	7031
3738	6789
476	4001
2682	6580
6716	2523
5533	5901
2972	5261
531	6709
3752	5081
3019	6590
4001	6579
6178	6584
3678	3021
6554	4444
1067	6424
4020	6449
2461	6449
712	3704
1473	3859
1748	6579
3738	6637
1423	6449
1156	6610
6603	6560
2423	6574
6610	6619
164	2822
4827	6582
68	3738
3738	5016
3778	4379
3425	6683
4927	2408
6583	319
4086	6972
1960	6673
840	6680
48	3109
92	6599
1036	6557
3738	3783
5264	4001
3062	6627
5901	6178
6555	6611
6656	5950
58	1892
3172	6688
5229	6655
5175	6178
72	6623
3042	6598
1059	6556
653	2124
