1	5031	5216
1	975	6623
1	2682	4020
1	4445	6589
1	370	5000
1	6670	2720
1	3350	5414
1	6178	3062
1	72	6690
1	1973	6698
1	5037	6816
1	6598	3507
1	2461	5923
1	5031	6666
1	1139	6683
1	1205	3617
1	3738	6825
1	3734	6576
1	2366	1205
1	1685	4941
1	1957	6610
1	72	4394
1	1957	6738
1	5901	6666
1	887	4137
1	3738	2897
1	92	5156
1	842	5037
1	3738	6666
1	6030	6178
1	4941	6723
1	2941	6554
1	5808	6606
1	1156	5037
1	4067	4690
1	72	6030
1	5200	6786
1	3626	6620
1	3778	6604
1	90	6598
1	3859	6610
1	5142	1156
1	1156	3062
1	1157	6707
1	4333	6975
1	3989	6637
1	5063	6567
1	5037	6573
1	3738	6666
1	4380	6595
1	887	6738
1	2934	2941
1	319	6554
1	4333	6754
1	67	4707
1	2435	1813
1	4616	284
1	4067	6583
1	370	6578
1	3060	6970
1	3752	6611
1	445	6734
1	3608	6178
1	3738	3260
1	3109	6610
1	2124	615
1	5229	4104
1	67	3030
1	72	6676
1	6598	5784
1	6575	4169
1	5037	6178
1	1711	2635
1	2161	5945
1	6610	4941
1	2638	5261
1	58	6449
1	49	2366
1	1205	2923
1	1794	6607
1	979	1973
1	4001	5784
1	250	1036
1	2250	5334
1	653	6491
1	1067	6765
1	6178	7017
1	5845	6693
1	410	6176
1	2250	3058
1	3060	3639
1	6178	6570
1	1205	6178
1	2438	6619
1	3062	6117
1	6584	4664
1	2638	3704
1	5901	6632
1	6631	4616
1	7165	5922
1	6555	5008
1	5417	6925
1	6555	6795
1	2401	6084
1	87	6589
1	3522	6424
1	2402	3346
1	6582	5729
1	2366	4464
1	5259	6637
1	514	2385
1	2168	6679
1	5156	4603
1	250	6610
1	6598	6927
1	5229	6758
1	6146	4186
1	395	6569
1	1696	3704
1	6627	6662
1	5156	7017
1	2161	6623
1	2638	2366
1	3738	4001
1	364	5027
1	5037	3107
1	3060	6259
1	3842	6569
1	6734	2523
1	3636	6750
1	2663	1960
1	72	1464
1	1243	6627
1	5037	6964
1	6666	6623
1	6623	1459
1	5901	6449
1	3752	6781
1	6555	6623
1	1044	6140
1	3367	6806
1	38	6606
1	6654	1200
1	4020	5901
1	2056	6815
1	72	6610
1	1973	6580
1	49	6657
1	1156	6767
1	1464	6724
1	370	6580
1	6575	7017
1	6776	6781
1	4664	6604
1	5259	2366
1	4827	6570
1	6070	3403
1	4707	6638
1	990	4001
1	3738	674
1	1156	6583
1	1157	2168
1	2638	7054
1	3260	5673
1	4104	6578
1	2440	2124
1	5216	6563
1	3613	5601
1	4626	4445
1	2682	6662
1	665	6636
1	55	5259
1	2579	6604
1	1156	5264
1	4603	6686
1	665	6789
1	68	6664
1	1156	3704
1	87	6752
1	3041	6790
1	4481	6613
1	6574	1895
1	1000	5037
1	425	4445
1	6449	6178
1	6829	5702
1	49	3803
1	1882	3054
1	6178	2461
1	1887	6668
1	842	6563
1	419	6449
1	3367	6070
1	2165	5200
1	4067	6449
1	1157	8130
1	2638	270
1	519	6652
1	90	5792
1	72	6560
1	3294	6925
1	1748	2579
1	1957	6972
1	4827	2440
1	2366	2250
1	2461	4897
1	1564	6812
1	942	6975
1	5037	92
1	3260	3418
1	2682	4793
1	1882	5156
1	6178	6636
1	3951	5601
1	615	4760
1	5210	5702
1	1036	6982
1	1483	6640
1	6449	6571
1	2366	6610
1	2926	6777
1	67	6575
1	3869	5031
1	2288	6750
1	365	6757
1	1059	5977
1	3777	6555
1	6268	6784
1	6555	6595
1	6570	5455
1	49	3613
1	1887	3648
1	3738	3734
1	6574	6604
1	6736	2263
1	4153	2579
1	55	6731
1	1205	630
1	6146	7017
1	6178	4507
1	899	6623
1	3738	4153
1	3721	1205
1	58	5031
1	4067	7147
1	72	5037
1	6571	5037
1	6577	3294
1	4484	4137
1	1272	6738
1	72	3651
1	1036	4161
1	5259	917
1	1067	3725
1	6671	5533
1	6557	6449
1	72	6570
1	5037	5784
1	6568	6779
1	3272	511
1	6590	6811
1	5901	67
1	72	6582
1	2923	6589
1	477	6574
1	370	5027
1	2250	6667
1	2822	6590
1	3260	6672
1	4802	6672
1	399	6574
1	2812	6583
1	4001	5673
1	3790	7031
1	3738	6789
1	476	4001
1	2682	6580
1	6716	2523
1	5533	5901
1	2972	5261
1	531	6709
1	3752	5081
1	3019	6590
1	4001	6579
1	6178	6584
1	3678	3021
1	6554	4444
1	1067	6424
1	4020	6449
1	2461	6449
1	712	3704
1	1473	3859
1	1748	6579
1	3738	6637
1	1423	6449
1	1156	6610
1	6603	6560
1	2423	6574
1	6610	6619
1	164	2822
1	4827	6582
1	68	3738
1	3738	5016
1	3778	4379
1	3425	6683
1	4927	2408
1	6583	319
1	4086	6972
1	1960	6673
1	840	6680
1	48	3109
1	92	6599
1	1036	6557
1	3738	3783
1	5264	4001
1	3062	6627
1	5901	6178
1	6555	6611
1	6656	5950
1	58	1892
1	3172	6688
1	5229	6655
1	5175	6178
1	72	6623
1	3042	6598
1	1059	6556
1	653	2124
1	5455	6738
1	6559	5156
1	6623	6675
1	4020	6652
1	3403	2991
1	3738	3144
1	3738	5339
1	3927	6756
1	3608	6652
1	3678	250
1	2124	6030
1	6648	6584
1	6560	6610
1	365	270
1	5229	4137
1	1205	5037
1	3738	2682
1	87	5901
1	3009	5945
1	712	6666
1	1553	6030
1	6972	6631
1	1957	6589
1	3734	4507
1	49	6680
1	220	6571
1	6556	6689
1	380	4104
1	49	3054
1	113	6695
1	3065	6606
1	3869	6582
1	410	6734
1	5901	6251
1	6178	6675
1	4161	4942
1	531	5037
1	5031	3983
1	6559	1059
1	4664	6557
1	3901	6741
1	2366	3617
1	5901	6605
1	3107	6636
1	3738	6972
1	3869	6699
1	2161	6569
1	5901	3172
1	221	1156
1	3738	6604
1	630	3060
1	319	6233
1	6948	6680
1	6604	4380
1	2682	653
1	2250	3704
1	2759	6583
1	1957	3797
1	3626	6178
1	6812	6563
1	3678	6975
1	516	1294
1	2745	1529
1	6582	5808
1	1696	6607
1	3738	6739
1	2747	5264
1	2366	2682
1	370	3738
1	3651	6574
1	1794	6568
1	6691	653
1	1059	5946
1	270	6736
1	1156	4920
1	6556	6623
1	1156	6178
1	2161	3738
1	2941	6508
1	1957	6778
1	6731	5691
1	5703	6573
1	55	842
1	1157	4664
1	6670	5874
1	319	6674
1	6660	6638
1	3842	1397
1	3752	6658
1	891	6657
1	72	2706
1	1156	5788
1	712	6661
1	19	6782
1	2638	6623
1	6563	6449
1	942	6980
1	2250	5702
1	4001	6790
1	2461	6559
1	587	3009
1	4015	3738
1	2943	2461
1	370	4880
1	3403	2440
1	13	2408
1	319	5128
1	6178	5901
1	2161	4340
1	6178	6308
1	608	6178
1	58	5027
1	6598	1553
1	4001	6573
1	990	6578
1	3869	2638
1	1067	6925
1	4137	5037
1	5037	5037
1	6976	3491
1	3738	6699
1	92	3989
1	1188	5200
1	2492	6308
1	1067	7017
1	82	6063
1	5702	6557
1	3030	6583
1	5037	6712
1	3087	1812
1	3328	1067
1	6666	6555
1	6569	1156
1	5494	653
1	1156	6953
1	6006	6449
1	1001	7016
1	72	6979
1	4001	6632
1	6029	2663
1	3651	5037
1	410	5499
1	67	6602
1	158	3639
1	2056	653
1	3927	3328
1	6178	1892
1	3144	5901
1	3199	6138
1	3738	6178
1	1243	4559
1	1067	6555
1	1156	5016
1	615	6765
1	4484	6611
1	319	6555
1	5623	6582
1	3060	6595
1	4379	4245
1	3738	1794
1	3260	6612
1	3272	5414
1	2402	6731
1	1403	6653
1	5343	5037
1	1957	4394
1	19	6604
1	5601	6178
1	1156	7017
1	4731	6569
1	5037	6716
1	2745	4760
1	5156	6582
1	3062	6972
1	5359	5037
1	5601	6709
1	6732	5921
1	51	6578
1	3092	6595
1	2461	5200
1	55	6787
1	6687	6972
1	3738	6744
1	5229	6562
1	5533	6424
1	2161	5259
1	5901	6178
1	5264	6601
1	4941	4077
1	1957	6656
1	3100	6233
1	3170	6646
1	3734	6735
1	1205	6631
1	3172	6701
1	2161	6666
1	4445	6704
1	438	6030
1	6680	5477
1	3738	1022
1	8157	6661
1	3285	6571
1	3060	6754
1	5259	6604
1	380	6709
1	3030	7030
1	339	5642
1	8086	3725
1	2941	6595
1	1044	6779
1	4279	5901
1	49	3260
1	4332	6178
1	4001	6604
1	4444	6623
1	2638	3725
1	1036	4445
1	3639	6972
1	1423	6788
1	3738	5376
1	5334	5414
1	4484	6701
1	1696	6178
1	1957	6700
1	404	3062
1	2366	4020
1	3947	6617
1	5533	2161
1	4001	3738
1	5343	4941
1	4020	6807
1	1397	6686
1	5383	7031
1	3260	5156
1	6623	6587
1	6128	5037
1	1510	6630
1	3738	6571
1	6821	6560
1	1957	3298
1	49	6073
1	2366	6798
1	2461	55
1	4161	6585
1	319	2515
1	93	6585
1	2747	4464
1	5366	6652
1	1685	6656
1	2366	3963
1	2933	6577
1	3275	3800
1	6613	6604
1	653	6638
1	2366	4173
1	284	6604
1	2846	1067
1	6571	6627
1	65	3062
1	3651	4793
1	6178	6560
1	3060	6627
1	2440	2056
1	5037	6693
1	2366	2897
1	2056	1156
1	2293	8127
1	5324	613
1	3947	3842
1	90	6652
1	3738	6598
1	4941	6613
1	1205	6585
1	65	6560
1	917	4731
1	270	3009
1	1794	6623
1	5037	6661
1	3803	6571
1	2288	6696
1	5259	1332
1	3738	6571
1	3738	6773
1	5175	6676
1	89	6599
1	4716	6730
1	221	2885
1	3680	1148
1	49	5037
1	4664	6734
1	1059	6664
1	72	5945
1	1036	6623
1	4001	3651
1	5037	6672
1	72	5156
1	1036	5845
1	113	653
1	1628	370
1	4445	3418
1	1156	6806
1	2031	6668
1	3191	6683
1	2461	6510
1	3639	6646
1	6670	3704
1	4309	6639
1	2452	6716
1	6569	5229
1	4760	6768
1	2930	5037
1	87	6722
1	221	6642
1	6610	3900
1	5901	2161
1	3752	3260
1	3734	6627
1	5259	5660
1	5784	6629
1	6084	6084
1	5901	6769
1	2418	6178
1	72	6584
1	4379	8133
1	4050	4380
1	3738	6783
1	5929	3058
1	2161	6569
1	990	6555
1	3272	58
1	3721	885
1	3738	3848
1	6006	5037
1	5259	5229
1	2638	6600
1	3260	6601
1	3367	6574
1	2366	6570
1	98	6710
1	5623	6178
1	6623	3009
1	380	4001
1	1067	6557
1	3734	3522
1	609	6595
1	90	3062
1	4505	4952
1	5259	2435
1	87	6694
1	4484	6738
1	540	5259
1	3062	4445
1	6369	6779
1	1895	5508
1	2575	250
1	245	4001
1	6604	6178
1	4265	3172
1	2366	6638
1	2950	90
1	51	4001
1	625	6600
1	3608	6972
1	250	2440
1	6449	4001
1	55	6615
1	72	3869
1	4380	3260
1	1510	2366
1	6178	4464
1	2941	2031
1	1892	5175
1	1957	6424
1	5037	6178
1	3272	3260
1	6560	4445
1	3042	6574
1	4481	4310
1	3260	72
1	6424	4705
1	6691	3062
1	2897	6574
1	3437	6178
1	4001	6636
1	2435	5901
1	1205	6577
1	3617	6818
1	1156	4445
1	6268	5901
1	3172	6728
1	6351	2523
1	5037	4899
1	840	4664
1	6583	820
1	3738	1242
1	6598	6178
1	3738	6146
1	113	1036
1	1156	3734
1	6596	6980
1	6582	6981
1	4481	2161
1	512	5825
1	2161	6574
1	653	6772
1	1794	5037
1	6579	6178
1	531	6604
1	4001	842
1	5343	6711
1	370	6570
1	4729	6571
1	3582	3803
1	6585	6424
1	6140	6731
1	6575	6555
1	92	6759
1	1157	5923
1	2161	6623
1	609	5156
1	2366	2897
1	1067	4498
1	5169	3060
1	2161	6629
1	5398	5702
1	2366	6828
1	1205	2934
1	380	6819
1	1794	6779
1	886	6638
1	3888	5261
1	7478	6178
1	2366	6178
1	3901	6687
1	2682	6682
1	975	6600
1	58	1882
1	6749	1957
1	3019	6733
1	2682	3175
1	380	3021
1	975	6570
1	3613	6682
1	1116	6652
1	6686	87
1	653	6571
1	1957	4516
1	531	4380
1	1398	6582
1	6604	1502
1	3738	6772
1	3060	4464
1	3639	7031
1	653	6676
1	1156	6666
1	979	4173
1	2124	3191
1	674	6590
1	1044	5259
1	3272	6629
1	68	6666
1	6590	2547
1	5901	3061
1	2836	6813
1	6774	5689
1	3869	6965
1	1205	3346
1	1067	6673
1	3079	4952
1	6174	1473
1	1205	6178
1	1887	6616
1	6563	1882
1	5929	6178
1	3738	5923
1	4665	6569
1	6638	6641
1	3260	4565
1	6560	6596
1	1397	6571
1	5037	6178
1	3983	4020
1	1044	5027
1	1892	3869
1	1634	6678
1	395	6449
1	2745	3848
1	2452	6029
1	103	6667
1	3777	6308
1	5391	5901
1	1403	6558
1	1139	4920
1	6006	6656
1	3752	5901
1	1156	6775
1	72	4941
1	2638	6661
1	4020	6582
1	4161	6573
1	5899	5037
1	3738	599
1	6178	5156
1	6638	6777
1	3272	6693
1	1973	6725
1	544	6638
1	6308	6622
1	5901	6604
1	5799	6604
1	4897	6595
1	609	6645
1	1156	8123
1	5200	6965
1	419	5901
1	220	6636
1	6590	5977
1	1821	6604
1	4737	6566
1	6558	4565
1	4664	3725
1	2745	6587
1	630	7018
1	2777	6646
1	6580	3367
1	103	6589
1	6685	4899
1	3060	6582
1	1067	5923
1	8144	6674
1	3617	5081
1	1348	6613
1	5259	6674
1	3734	6700
1	4161	6708
1	1156	6569
1	68	6555
1	4265	3144
1	68	5196
1	3403	6970
1	6555	4001
1	473	4481
1	58	3763
1	2682	6238
1	4380	1685
1	2461	3859
1	5702	5533
1	2250	6625
1	58	1067
1	6178	6582
1	270	5261
1	2579	4067
1	6567	4505
1	72	7013
1	5845	6638
1	3717	6743
1	319	5901
1	5037	6178
1	4920	6701
1	1892	6703
1	6178	113
1	3292	6970
1	6140	6816
1	410	5117
1	2165	840
1	3901	6652
1	6610	6611
1	4665	6680
1	3172	3626
1	3639	5229
1	3292	6627
1	4993	4985
1	6786	4588
1	3062	6424
1	6145	5037
1	6590	58
1	4707	6574
1	5264	5037
1	665	6598
1	1067	6595
1	514	2161
1	4380	3869
1	6631	6592
1	6178	6602
1	6449	6671
1	92	5027
1	5016	4538
1	840	2366
1	3109	6682
1	370	2972
1	2663	4001
1	5037	3582
1	49	4223
1	68	6657
1	5808	6594
1	72	4830
1	3065	6676
